epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
60,825.584,0.49867,0.69793,0.87812,0.61684,0.74711,0.70699,0.64943,0.38484,0.79315,0.85155,0.00011562,0.00011562,0.00011562
61,839.245,0.50025,0.70833,0.87737,0.43407,0.79931,0.51681,0.47173,0.40285,1.1563,0.85757,0.000112868,0.000112868,0.000112868
62,852.874,0.48958,0.6788,0.87698,0.58925,0.78511,0.72555,0.66669,0.38727,0.75969,0.85094,0.000110116,0.000110116,0.000110116
63,866.51,0.48956,0.66466,0.8784,0.60722,0.76745,0.70514,0.64853,0.38039,0.78656,0.84886,0.000107364,0.000107364,0.000107364
64,880.24,0.49379,0.68262,0.87763,0.56433,0.78181,0.65713,0.60345,0.39347,0.85794,0.85347,0.000104611,0.000104611,0.000104611
65,894.088,0.49041,0.66001,0.87844,0.6669,0.76798,0.74228,0.68552,0.38348,0.73114,0.84947,0.000101859,0.000101859,0.000101859
66,907.797,0.48736,0.69108,0.87371,0.71925,0.84513,0.86663,0.80046,0.38263,0.56644,0.84991,9.9107e-05,9.9107e-05,9.9107e-05
67,921.594,0.48412,0.6411,0.87474,0.67581,0.80886,0.78112,0.72173,0.37964,0.68927,0.84966,9.63548e-05,9.63548e-05,9.63548e-05
68,935.29,0.48366,0.63027,0.87517,0.82095,0.83638,0.89004,0.82193,0.37656,0.52407,0.84952,9.36026e-05,9.36026e-05,9.36026e-05
69,949.035,0.48035,0.63481,0.87526,0.53494,0.77555,0.62944,0.58018,0.38482,0.92051,0.85012,9.08504e-05,9.08504e-05,9.08504e-05
70,962.724,0.47673,0.62669,0.87204,0.77136,0.79137,0.8495,0.78102,0.38444,0.59017,0.85118,8.80982e-05,8.80982e-05,8.80982e-05
71,976.421,0.47644,0.64173,0.87193,0.5574,0.84365,0.68539,0.63216,0.38501,0.83621,0.85154,8.5346e-05,8.5346e-05,8.5346e-05
72,990.073,0.47589,0.6263,0.87004,0.75719,0.80456,0.84686,0.77802,0.38051,0.59503,0.85039,8.25938e-05,8.25938e-05,8.25938e-05
73,1003.79,0.47746,0.61749,0.86945,0.59578,0.8168,0.7553,0.69739,0.38385,0.79969,0.85104,7.98416e-05,7.98416e-05,7.98416e-05
