epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
63,1358.75,0.33472,0.34979,0.82215,0.78606,0.84451,0.87194,0.83492,0.28833,0.51435,0.81269,0.000107364,0.000107364,0.000107364
64,1380.18,0.33705,0.35178,0.82023,0.67719,0.79297,0.77687,0.74259,0.29408,0.75782,0.81539,0.000104611,0.000104611,0.000104611
65,1401.63,0.3324,0.34809,0.82089,0.65344,0.80723,0.78507,0.7516,0.29624,0.73582,0.81538,0.000101859,0.000101859,0.000101859
66,1423.08,0.33711,0.34987,0.82073,0.78484,0.83526,0.86963,0.82812,0.28918,0.54765,0.81441,9.9107e-05,9.9107e-05,9.9107e-05
67,1444.54,0.33207,0.34633,0.82029,0.76426,0.79679,0.85903,0.82229,0.28916,0.63156,0.81295,9.63548e-05,9.63548e-05,9.63548e-05
68,1466.05,0.33199,0.32673,0.82123,0.79834,0.84031,0.8835,0.8462,0.28781,0.50914,0.81281,9.36026e-05,9.36026e-05,9.36026e-05
69,1487.74,0.33061,0.32697,0.82018,0.69668,0.79234,0.80669,0.77201,0.29265,0.7013,0.81391,9.08504e-05,9.08504e-05,9.08504e-05
70,1509.26,0.32597,0.32393,0.81771,0.79264,0.80208,0.85557,0.81782,0.29142,0.57681,0.81471,8.80982e-05,8.80982e-05,8.80982e-05
71,1530.71,0.32597,0.31146,0.81864,0.79173,0.75929,0.84082,0.80529,0.28965,0.57864,0.81412,8.5346e-05,8.5346e-05,8.5346e-05
72,1552.19,0.32425,0.29918,0.81742,0.70636,0.81744,0.81384,0.78188,0.28895,0.646,0.81268,8.25938e-05,8.25938e-05,8.25938e-05
73,1573.75,0.32434,0.29572,0.81548,0.72047,0.83181,0.82965,0.7952,0.28773,0.64819,0.81333,7.98416e-05,7.98416e-05,7.98416e-05
74,1595.2,0.32455,0.3096,0.8193,0.79709,0.84534,0.87902,0.84336,0.2846,0.50488,0.81319,7.70894e-05,7.70894e-05,7.70894e-05
75,1616.67,0.32366,0.3098,0.81888,0.74182,0.79812,0.83499,0.80025,0.2873,0.63788,0.81318,7.43372e-05,7.43372e-05,7.43372e-05
76,1638.1,0.32319,0.29444,0.819,0.76831,0.86506,0.87049,0.83643,0.28748,0.51892,0.81471,7.1585e-05,7.1585e-05,7.1585e-05
77,1659.52,0.32194,0.30294,0.81631,0.80852,0.7949,0.85769,0.82363,0.28565,0.53816,0.81303,6.88328e-05,6.88328e-05,6.88328e-05
78,1681.02,0.31966,0.28649,0.8177,0.78645,0.82062,0.85252,0.81857,0.28483,0.59545,0.8128,6.60806e-05,6.60806e-05,6.60806e-05
79,1702.55,0.32012,0.29461,0.81642,0.79033,0.77624,0.84593,0.80989,0.28755,0.60749,0.81308,6.33284e-05,6.33284e-05,6.33284e-05
80,1724.06,0.32371,0.28618,0.819,0.75058,0.8158,0.84835,0.81479,0.28379,0.62988,0.8126,6.05762e-05,6.05762e-05,6.05762e-05
81,1745.6,0.3203,0.291,0.81636,0.76343,0.81376,0.83503,0.80165,0.28548,0.58666,0.81295,5.7824e-05,5.7824e-05,5.7824e-05
82,1767.12,0.31586,0.27532,0.81808,0.78761,0.80266,0.84884,0.81382,0.28392,0.58671,0.81242,5.50718e-05,5.50718e-05,5.50718e-05
83,1788.65,0.31357,0.26796,0.81426,0.77511,0.85863,0.87053,0.83681,0.2816,0.51243,0.81305,5.23196e-05,5.23196e-05,5.23196e-05
84,1810.13,0.31765,0.27667,0.81552,0.76099,0.80661,0.84272,0.80859,0.28596,0.63022,0.81476,4.95674e-05,4.95674e-05,4.95674e-05
85,1831.71,0.31483,0.2826,0.81658,0.81224,0.83336,0.88191,0.84466,0.28275,0.50492,0.81278,4.68152e-05,4.68152e-05,4.68152e-05
86,1853.25,0.3116,0.26162,0.81499,0.80219,0.81632,0.86669,0.83307,0.28189,0.56521,0.81338,4.4063e-05,4.4063e-05,4.4063e-05
87,1874.75,0.31166,0.25865,0.81533,0.81219,0.81281,0.86029,0.82684,0.28071,0.55868,0.81195,4.13108e-05,4.13108e-05,4.13108e-05
88,1896.25,0.30385,0.2402,0.81297,0.79762,0.82008,0.8687,0.83607,0.27982,0.54846,0.81221,3.85586e-05,3.85586e-05,3.85586e-05
89,1917.74,0.30633,0.25994,0.81461,0.77797,0.86117,0.87218,0.83811,0.27958,0.53117,0.81259,3.58064e-05,3.58064e-05,3.58064e-05
90,1939.28,0.30872,0.24719,0.81121,0.7972,0.85576,0.87294,0.83936,0.27867,0.50275,0.81229,3.30542e-05,3.30542e-05,3.30542e-05
91,1961.08,0.27033,0.17329,0.79958,0.81155,0.85097,0.88865,0.85531,0.27898,0.48989,0.81217,3.0302e-05,3.0302e-05,3.0302e-05
92,1982.76,0.26975,0.16587,0.79738,0.80127,0.8441,0.86427,0.83105,0.28123,0.54425,0.813,2.75498e-05,2.75498e-05,2.75498e-05
93,2004.25,0.26917,0.16614,0.79838,0.82714,0.86629,0.87526,0.84262,0.28024,0.4901,0.8128,2.47976e-05,2.47976e-05,2.47976e-05
94,2025.85,0.26803,0.16298,0.79597,0.78706,0.80629,0.84289,0.81184,0.28134,0.58377,0.81356,2.20454e-05,2.20454e-05,2.20454e-05
95,2047.2,0.26752,0.15963,0.7954,0.84985,0.86095,0.89915,0.86646,0.27866,0.44229,0.81281,1.92932e-05,1.92932e-05,1.92932e-05
96,2068.83,0.26575,0.16174,0.79706,0.84234,0.84883,0.89187,0.85833,0.27911,0.46024,0.81328,1.6541e-05,1.6541e-05,1.6541e-05
97,2090.23,0.26415,0.15788,0.79512,0.82646,0.83675,0.88316,0.85069,0.27692,0.51442,0.81187,1.37888e-05,1.37888e-05,1.37888e-05
98,2111.67,0.26341,0.15295,0.79531,0.81246,0.82045,0.87503,0.84325,0.27787,0.54662,0.81252,1.10366e-05,1.10366e-05,1.10366e-05
99,2133.05,0.26295,0.14982,0.79534,0.80254,0.81273,0.8637,0.83203,0.27658,0.58017,0.81198,8.2844e-06,8.2844e-06,8.2844e-06
100,2154.45,0.26038,0.15049,0.79512,0.80545,0.84034,0.87562,0.84383,0.27559,0.53148,0.81177,5.5322e-06,5.5322e-06,5.5322e-06
